Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
PROJ_2251,Healthcare,29,2381050.37,31,2.82,16,Kanban,Mid-level,3,3,1.93,Planning,Moderate,0.56,0.64,4,3.78,High,Expert,4,Excellent,0.26,0.64,Strong,Mixed,0.81,2.93,0.93,Low,0.13,0,0.77,0.65,Senior PM,Optimizing,High,Good,Poor,Cost-Plus,Low,Moderate,Strategic,Advanced,Formal,Fully Remote,Good,3,8,1.02,High
PROJ_2252,Healthcare,14,201612.34,25,7.07,2,Scrum,Senior,3,4,0.78,Initiation,Moderate,0.06,0.85,4,5.18,Critical,Expert,1,Excellent,0.84,0.39,Weak,External,0.55,2.31,0.55,Critical,1.19,6,1.00,0.95,Junior PM,Managed,Low,Poor,Poor,Fixed-Price,Medium,Extreme,Strategic,Formal,Basic,Fully Remote,Poor,11,5,0.98,Medium
PROJ_2253,Construction,37,1060460.87,16,8.91,8,Waterfall,Senior,3,2,0.89,Execution,Moderate,0.22,0.78,0,4.63,Medium,Familiar,2,Low,0.23,0.87,Weak,External,0.74,9.05,0.51,Low,2.86,0,0.68,0.29,Senior PM,Defined,Low,Excellent,Poor,Fixed-Price,Low,Extreme,First-time,Advanced,Advanced,Fully Remote,Good,2,1,0.84,Low
PROJ_2254,R&D,29,1779333.97,31,1.97,4,Kanban,Mixed,0,0,0.54,Closure,Unstable,0.55,0.77,0,4.58,Critical,Familiar,3,Low,0.69,0.48,Strong,External,0.25,3.47,0.99,High,2.80,1,0.49,0.01,Mid-level PM,Optimizing,High,Good,Stable,Fixed-Price,Low,Moderate,First-time,Advanced,Basic,Fully Colocated,Good,4,4,1.10,Medium
PROJ_2255,R&D,39,311844.04,11,7.69,14,Hybrid,Mixed,1,0,0.97,Execution,Unstable,0.37,0.61,2,5.17,High,Familiar,2,Low,0.02,0.64,Moderate,Government,0.41,6.36,0.94,Critical,1.75,2,0.62,0.10,Senior PM,Optimizing,Low,Poor,Poor,Fixed-Price,Medium,Low,Regular,Basic,Basic,Fully Remote,Poor,1,9,0.92,Low
PROJ_2256,IT,40,2751981.62,19,9.54,14,Agile,Mid-level,1,4,1.34,Closure,Stable,0.36,0.42,2,4.44,Low,New,4,Excellent,0.87,0.45,Strong,Mixed,0.49,4.50,0.69,Critical,0.86,0,0.90,0.85,Junior PM,Ad-hoc,Strict,Poor,Moderate,Fixed-Price,High,High,Regular,Advanced,None,Fully Colocated,Poor,5,10,1.13,High
PROJ_2257,R&D,41,2153037.57,26,1.97,12,Kanban,Mid-level,0,3,1.08,Planning,Stable,0.23,0.58,3,4.02,Low,Familiar,3,High,0.53,0.91,Moderate,Internal,0.82,1.13,0.46,Medium,0.28,1,0.83,0.45,Mid-level PM,Optimizing,Medium,Good,Poor,Fixed-Price,High,Low,Occasional,Basic,Formal,Fully Remote,Good,10,4,0.89,Low
PROJ_2258,IT,18,871678.11,32,3.84,3,Hybrid,Mixed,0,3,1.47,Planning,Stable,0.49,0.81,4,4.82,Critical,Expert,2,High,0.55,1.17,Weak,Mixed,0.94,5.22,0.88,Medium,1.64,2,0.92,0.44,Junior PM,Ad-hoc,High,Excellent,Moderate,Cost-Plus,Low,Low,Regular,Advanced,Basic,Hybrid,Excellent,9,5,1.07,Medium
PROJ_2259,R&D,39,349601.86,20,1.86,5,Waterfall,Mixed,4,3,1.71,Initiation,Unstable,0.56,0.86,4,5.24,Critical,Expert,3,Excellent,0.86,0.33,Moderate,Mixed,0.35,7.01,0.31,High,0.90,3,0.71,0.34,Mid-level PM,Managed,Low,Poor,Poor,Fixed-Price,High,Extreme,First-time,Basic,Advanced,Hybrid,Basic,2,11,1.12,Medium
PROJ_2260,Manufacturing,41,1928628.91,18,4.15,16,Agile,Mid-level,3,1,1.79,Initiation,Moderate,0.07,0.59,4,6.56,Low,New,4,Medium,0.88,0.58,Weak,Government,0.50,7.67,0.43,Low,2.77,7,0.71,0.21,Junior PM,Managed,High,Good,Poor,Time & Materials,High,Moderate,Regular,Formal,Formal,Fully Remote,Excellent,2,8,1.15,Low
PROJ_2261,IT,23,2417693.18,28,6.02,14,Scrum,Mid-level,3,0,2.75,Execution,Unstable,0.47,1.00,1,1.43,Medium,Familiar,4,Low,0.38,0.52,Strong,External,0.39,3.75,0.33,Low,1.96,8,0.70,0.63,Senior PM,Managed,Low,Excellent,Moderate,Cost-Plus,Medium,Low,First-time,Basic,Formal,Hybrid,Good,4,3,1.04,High
PROJ_2262,IT,19,319509.85,11,8.48,12,Kanban,Mid-level,2,4,1.81,Closure,Stable,0.58,0.34,0,6.35,Low,Familiar,4,Excellent,0.99,0.93,Strong,Government,0.41,9.79,0.88,High,2.50,9,0.55,0.46,Senior PM,Ad-hoc,Strict,Good,Moderate,Fixed-Price,Medium,Low,Occasional,Basic,Basic,Fully Remote,Good,3,9,0.95,Critical
PROJ_2263,R&D,35,810668.88,35,6.97,18,Waterfall,Mid-level,0,1,0.42,Initiation,Unstable,0.42,0.74,4,5.97,Medium,Expert,3,Medium,0.04,0.51,Weak,Government,0.04,3.76,0.44,Critical,2.05,1,0.84,0.29,Senior PM,Managed,Strict,Excellent,Poor,Time & Materials,High,Low,First-time,Formal,None,Fully Remote,Excellent,9,5,1.05,Medium
PROJ_2264,Healthcare,47,2018899.56,17,8.32,9,Waterfall,Mixed,4,1,1.62,Closure,Unstable,0.23,0.56,0,6.31,High,Expert,4,Medium,0.96,0.47,Weak,Government,0.28,5.64,0.88,High,1.48,6,0.65,0.44,Senior PM,Managed,Low,Excellent,Stable,Cost-Plus,Medium,Low,Regular,Advanced,Basic,Fully Colocated,Good,7,2,0.81,Low
PROJ_2265,R&D,6,2317228.49,21,5.42,2,Hybrid,Mixed,3,2,0.86,Closure,Unstable,0.11,0.82,2,2.99,Medium,Expert,3,Medium,0.88,1.03,Moderate,Government,0.08,5.95,0.54,High,0.91,0,0.52,0.60,Junior PM,Optimizing,High,Moderate,Poor,Time & Materials,High,High,Strategic,Formal,None,Fully Remote,Good,2,10,0.86,High
PROJ_2266,Manufacturing,21,1313019.52,26,2.25,6,Agile,Senior,1,0,2.21,Execution,Stable,0.06,0.81,3,1.27,Low,Expert,4,Low,0.21,0.75,Strong,External,0.35,4.18,0.94,High,1.61,4,0.80,0.79,Junior PM,Ad-hoc,High,Good,Stable,Time & Materials,Medium,Extreme,Strategic,Basic,Advanced,Fully Remote,Excellent,11,6,1.01,Medium
PROJ_2267,Construction,44,501985.81,21,1.06,2,Waterfall,Senior,2,3,0.33,Initiation,Moderate,0.42,0.74,0,6.58,Low,New,4,Excellent,0.86,0.45,Moderate,Government,0.78,7.36,0.40,High,1.26,1,0.91,0.12,Senior PM,Managed,Low,Poor,Poor,Time & Materials,Low,Moderate,First-time,Formal,Advanced,Fully Colocated,Excellent,7,3,0.87,Medium
PROJ_2268,Construction,29,353428.02,34,5.82,15,Hybrid,Junior,2,0,0.92,Closure,Moderate,0.57,0.86,1,1.81,Low,New,1,Medium,0.17,0.87,Strong,External,0.66,1.96,0.35,Medium,0.95,8,0.87,0.43,Junior PM,Defined,Low,Poor,Poor,Cost-Plus,High,High,Occasional,Basic,Advanced,Fully Remote,Poor,8,7,0.80,Medium
PROJ_2269,Construction,10,869116.07,32,3.71,11,Scrum,Mixed,3,3,1.21,Closure,Moderate,0.11,0.75,3,3.21,Critical,Familiar,4,High,0.31,0.33,Weak,External,0.75,4.03,0.35,High,0.65,5,0.47,0.03,Junior PM,Defined,Low,Good,Poor,Cost-Plus,High,Low,Regular,Basic,Formal,Fully Remote,Excellent,1,5,1.03,Low
PROJ_2270,Construction,43,328241.44,30,5.00,19,Waterfall,Mid-level,2,3,0.61,Execution,Unstable,0.41,0.95,0,5.12,Critical,Expert,2,High,0.56,0.60,Moderate,External,0.01,3.86,0.90,Medium,1.28,8,0.48,0.34,Senior PM,Ad-hoc,Low,Good,Moderate,Cost-Plus,Medium,High,Regular,Formal,Formal,Hybrid,Basic,10,1,0.86,Medium
PROJ_2271,R&D,34,368863.86,15,5.67,5,Scrum,Senior,3,0,1.78,Closure,Unstable,0.13,0.61,3,2.46,Low,New,2,High,0.41,0.97,Moderate,Internal,0.28,5.95,0.30,Critical,1.07,3,0.50,0.98,Senior PM,Managed,Medium,Moderate,Stable,Cost-Plus,Medium,High,First-time,Basic,Formal,Fully Colocated,Poor,9,2,0.96,High
PROJ_2272,Healthcare,13,2331946.04,30,7.36,7,Scrum,Senior,3,2,1.61,Execution,Moderate,0.26,0.66,2,5.28,High,Familiar,4,Low,0.45,0.97,Moderate,Mixed,0.54,9.28,0.73,Critical,2.17,8,0.82,0.59,Mid-level PM,Ad-hoc,High,Poor,Stable,Time & Materials,Low,Low,Regular,Basic,Basic,Fully Remote,Excellent,7,9,1.09,Medium
PROJ_2273,Manufacturing,18,1013484.19,29,3.90,12,Hybrid,Mid-level,3,3,2.22,Closure,Unstable,0.36,0.61,4,6.70,Low,New,1,High,0.19,0.91,Strong,Mixed,0.30,1.45,0.59,Low,2.99,0,0.98,0.94,Mid-level PM,Optimizing,Strict,Poor,Stable,Fixed-Price,High,Extreme,Occasional,Basic,Formal,Fully Remote,Good,8,6,0.96,Medium
PROJ_2274,R&D,10,1905304.56,12,4.57,17,Waterfall,Mixed,3,0,2.09,Planning,Stable,0.38,0.41,1,3.12,High,Expert,1,Medium,0.06,0.98,Strong,Internal,0.72,4.43,0.88,Medium,2.45,8,0.51,0.58,Senior PM,Ad-hoc,Strict,Good,Moderate,Time & Materials,High,Low,Strategic,Formal,None,Fully Colocated,Poor,9,2,1.04,Critical
PROJ_2275,IT,4,2980689.44,20,9.66,16,Agile,Senior,1,1,2.44,Execution,Stable,0.51,0.48,1,3.25,High,New,1,High,0.42,0.31,Moderate,Government,0.28,4.60,0.68,Critical,1.41,0,0.83,0.98,Junior PM,Managed,Medium,Poor,Poor,Fixed-Price,Medium,High,Occasional,Advanced,Basic,Hybrid,Poor,8,10,1.07,Critical
PROJ_2276,Construction,43,2802749.47,29,3.56,5,Waterfall,Mid-level,4,1,0.53,Planning,Stable,0.16,0.40,3,2.00,Critical,Familiar,2,High,0.86,0.52,Weak,Internal,0.02,4.10,0.67,Medium,1.10,7,0.82,0.10,Senior PM,Ad-hoc,Low,Moderate,Poor,Time & Materials,High,Moderate,First-time,Basic,Basic,Hybrid,Basic,6,6,0.82,Medium
PROJ_2277,Healthcare,10,1580397.40,21,7.14,10,Waterfall,Mid-level,1,3,2.34,Initiation,Unstable,0.44,0.68,0,6.61,High,Familiar,1,Medium,0.82,1.06,Strong,Mixed,0.05,5.96,0.82,High,1.62,7,0.98,0.03,Senior PM,Managed,Strict,Excellent,Moderate,Time & Materials,High,Low,First-time,Advanced,Formal,Hybrid,Good,8,8,0.88,High
PROJ_2278,Construction,42,300273.21,34,1.88,8,Agile,Mixed,0,2,3.00,Initiation,Unstable,0.31,0.62,0,3.48,Low,Expert,1,Excellent,0.18,0.75,Strong,Internal,0.89,7.15,0.98,Low,1.01,7,0.59,0.44,Mid-level PM,Ad-hoc,High,Poor,Stable,Time & Materials,Low,High,First-time,Formal,Formal,Fully Remote,Good,3,6,1.05,Low
PROJ_2279,Healthcare,46,1484223.37,3,8.56,5,Kanban,Junior,1,1,1.66,Initiation,Unstable,0.16,0.60,0,4.69,Low,New,3,Medium,0.49,0.84,Strong,Government,0.57,3.15,0.63,Medium,2.97,8,0.46,0.79,Senior PM,Ad-hoc,Strict,Excellent,Moderate,Cost-Plus,High,Extreme,Regular,Basic,Basic,Fully Colocated,Good,5,7,0.89,High
PROJ_2280,Construction,12,1641246.19,8,7.41,6,Waterfall,Junior,2,0,2.43,Initiation,Unstable,0.25,0.90,4,1.46,Critical,Familiar,1,High,0.91,0.96,Moderate,Government,0.25,7.17,0.76,High,0.79,1,0.61,0.55,Junior PM,Managed,Strict,Poor,Poor,Cost-Plus,Medium,Low,Occasional,Basic,Basic,Fully Remote,Excellent,4,5,1.13,High
PROJ_2281,R&D,35,100757.91,14,7.34,16,Waterfall,Mid-level,4,2,0.93,Initiation,Stable,0.44,0.71,4,6.45,Medium,New,4,Excellent,0.30,0.64,Weak,Government,0.69,7.05,0.38,High,2.99,4,0.56,0.35,Mid-level PM,Optimizing,Strict,Poor,Moderate,Time & Materials,Low,Moderate,Occasional,Advanced,Advanced,Fully Colocated,Good,11,7,0.86,High
PROJ_2282,Healthcare,49,819606.73,13,4.18,3,Scrum,Mixed,1,3,0.43,Planning,Moderate,0.39,0.55,3,2.69,Low,New,2,Low,0.51,0.60,Weak,Mixed,0.74,2.49,0.61,Critical,0.23,5,0.49,0.97,Senior PM,Managed,Low,Good,Stable,Fixed-Price,High,Low,Strategic,Basic,Formal,Fully Remote,Poor,10,2,1.09,Low
PROJ_2283,Healthcare,8,2001663.69,18,7.51,3,Waterfall,Mid-level,0,4,1.39,Initiation,Unstable,0.44,0.36,2,4.35,Critical,Familiar,2,Low,0.44,0.33,Weak,External,1.00,6.98,0.36,High,0.44,1,0.73,0.83,Junior PM,Optimizing,Low,Excellent,Moderate,Time & Materials,Medium,Extreme,Regular,Formal,Basic,Hybrid,Poor,7,2,1.05,Critical
PROJ_2284,Manufacturing,39,2932197.03,5,6.05,10,Hybrid,Senior,1,1,0.09,Planning,Unstable,0.48,0.33,2,3.50,High,Expert,1,Low,0.74,0.51,Moderate,Mixed,0.84,9.20,0.54,Medium,1.49,4,0.96,0.60,Mid-level PM,Optimizing,High,Moderate,Moderate,Fixed-Price,Medium,High,Occasional,Formal,Advanced,Hybrid,Poor,7,2,1.16,Critical
PROJ_2285,R&D,8,2993287.82,17,9.75,13,Agile,Senior,0,4,2.89,Planning,Stable,0.10,0.85,3,2.85,Medium,New,3,Low,0.48,0.73,Strong,External,0.10,4.43,0.57,Critical,2.62,5,0.48,0.93,Junior PM,Managed,Low,Moderate,Poor,Fixed-Price,Medium,Low,First-time,Advanced,None,Fully Remote,Good,8,1,1.15,High
PROJ_2286,Manufacturing,9,1249901.12,20,7.59,12,Hybrid,Senior,4,3,0.79,Closure,Stable,0.55,0.61,4,5.89,Low,Expert,4,Low,0.97,0.84,Weak,Government,0.46,1.21,0.77,High,0.42,1,0.85,0.55,Junior PM,Ad-hoc,Medium,Moderate,Stable,Time & Materials,High,Low,Strategic,Formal,Formal,Hybrid,Good,2,4,1.09,High
PROJ_2287,Manufacturing,27,2797440.92,8,8.89,12,Scrum,Junior,0,4,0.45,Initiation,Moderate,0.02,0.60,1,2.73,High,Expert,3,High,0.63,1.15,Moderate,Internal,0.37,7.40,0.66,Medium,2.58,0,0.52,0.31,Senior PM,Ad-hoc,Low,Poor,Moderate,Fixed-Price,High,Extreme,Regular,Basic,Advanced,Fully Colocated,Poor,5,1,1.06,High
PROJ_2288,R&D,37,638470.50,35,9.74,15,Hybrid,Senior,2,0,2.40,Closure,Moderate,0.21,0.65,4,3.41,Low,Familiar,1,Excellent,0.62,1.20,Strong,Mixed,0.13,8.73,0.80,Medium,2.11,0,0.58,0.35,Mid-level PM,Defined,Low,Moderate,Moderate,Cost-Plus,Medium,Moderate,First-time,Advanced,Advanced,Hybrid,Poor,2,5,1.11,High
PROJ_2289,Manufacturing,44,2474184.79,15,1.11,14,Scrum,Senior,1,1,1.98,Initiation,Unstable,0.53,0.91,4,6.12,High,Expert,2,High,0.67,0.69,Moderate,Government,0.61,7.51,0.49,High,0.90,9,0.90,0.20,Mid-level PM,Optimizing,Medium,Good,Poor,Cost-Plus,Medium,Extreme,Regular,Advanced,Formal,Hybrid,Poor,5,1,0.97,Medium
PROJ_2290,Construction,44,2829728.33,8,6.74,6,Kanban,Junior,2,2,2.57,Closure,Unstable,0.33,0.92,1,5.34,Low,Familiar,3,Low,0.13,0.93,Strong,External,0.45,9.74,0.93,Medium,2.61,9,0.50,0.53,Mid-level PM,Optimizing,Strict,Moderate,Poor,Time & Materials,Low,Low,First-time,Advanced,Formal,Hybrid,Basic,10,3,0.88,High
PROJ_2291,R&D,18,1421653.83,16,8.86,2,Hybrid,Mid-level,1,4,2.51,Execution,Unstable,0.22,0.84,0,4.47,Critical,Familiar,1,Medium,0.35,0.67,Strong,External,0.73,3.80,1.00,Critical,2.79,3,0.95,0.05,Mid-level PM,Ad-hoc,High,Poor,Stable,Fixed-Price,High,Low,Regular,Advanced,None,Fully Remote,Excellent,7,8,0.83,Medium
PROJ_2292,Construction,2,2765699.79,22,2.06,5,Kanban,Mixed,2,0,0.94,Execution,Stable,0.26,0.92,3,1.20,Low,Expert,3,High,0.39,0.60,Moderate,Government,0.30,5.39,0.34,Critical,0.33,7,0.99,0.41,Mid-level PM,Ad-hoc,Medium,Poor,Moderate,Fixed-Price,High,Extreme,Occasional,Formal,None,Hybrid,Basic,9,4,1.07,Low
PROJ_2293,Healthcare,47,937348.11,12,7.10,2,Hybrid,Mixed,0,3,2.78,Execution,Moderate,0.59,0.90,0,6.78,Critical,Expert,4,Low,0.08,0.62,Moderate,Internal,0.94,4.92,0.92,High,0.26,6,0.88,0.23,Mid-level PM,Managed,Low,Poor,Stable,Fixed-Price,High,Low,Occasional,Basic,Advanced,Hybrid,Good,2,3,0.81,High
PROJ_2294,IT,11,1235707.19,6,3.69,16,Kanban,Junior,3,4,2.13,Execution,Moderate,0.35,0.90,1,5.17,High,Expert,2,Excellent,0.87,0.92,Strong,Government,0.81,8.84,0.40,Critical,1.00,4,0.62,0.09,Junior PM,Optimizing,Low,Good,Moderate,Fixed-Price,Low,Extreme,Strategic,Basic,None,Hybrid,Excellent,5,1,1.12,Low
PROJ_2295,Healthcare,22,450149.61,35,5.70,10,Agile,Mid-level,3,4,1.52,Planning,Moderate,0.59,0.54,2,3.18,Critical,New,1,Low,0.28,0.78,Moderate,Internal,0.45,7.35,0.72,Medium,1.62,6,0.46,0.53,Junior PM,Defined,Medium,Excellent,Moderate,Fixed-Price,Medium,Low,Strategic,Formal,Basic,Fully Remote,Good,4,9,0.93,High
PROJ_2296,Construction,42,1480501.07,17,3.30,5,Kanban,Senior,4,4,2.37,Execution,Moderate,0.38,0.99,0,2.01,Medium,New,3,Low,0.35,0.35,Weak,Internal,0.68,1.25,0.51,Low,1.39,8,0.55,0.21,Senior PM,Ad-hoc,Medium,Moderate,Poor,Time & Materials,Low,Low,Regular,Formal,Basic,Hybrid,Good,3,5,0.81,Low
PROJ_2297,R&D,10,359572.59,27,2.23,5,Scrum,Mid-level,1,0,0.33,Initiation,Moderate,0.52,0.60,2,3.10,Low,Expert,4,Low,0.72,1.11,Moderate,Government,0.88,2.57,0.53,High,1.64,1,0.92,0.19,Junior PM,Defined,Medium,Poor,Poor,Fixed-Price,High,High,Occasional,Basic,Formal,Hybrid,Poor,8,2,1.13,Medium
PROJ_2298,IT,25,1815423.70,20,2.63,10,Hybrid,Mid-level,1,4,0.24,Planning,Unstable,0.06,0.79,0,5.03,High,New,1,High,0.37,0.68,Strong,Government,0.89,5.76,0.55,Medium,1.67,0,0.46,0.84,Senior PM,Ad-hoc,Medium,Poor,Stable,Cost-Plus,Medium,Moderate,First-time,Advanced,None,Hybrid,Excellent,11,11,1.05,Low
PROJ_2299,Construction,24,2974866.02,7,6.73,16,Waterfall,Mixed,4,0,1.12,Planning,Stable,0.21,0.56,0,4.78,Low,Familiar,2,Medium,0.80,0.90,Weak,Government,0.34,7.51,0.90,High,1.11,0,0.48,0.16,Senior PM,Managed,High,Excellent,Stable,Cost-Plus,Low,Extreme,First-time,Advanced,Formal,Fully Remote,Poor,5,4,1.05,Medium
PROJ_2300,R&D,8,1489532.65,4,7.15,13,Kanban,Mid-level,1,3,0.34,Planning,Unstable,0.54,0.85,4,3.15,Low,Familiar,1,High,0.90,1.19,Strong,Internal,0.73,3.77,0.56,Critical,2.08,4,0.86,0.51,Junior PM,Ad-hoc,Low,Good,Poor,Cost-Plus,High,Low,First-time,Formal,None,Fully Remote,Excellent,7,1,0.94,High
PROJ_2301,IT,44,141060.63,16,6.17,16,Agile,Mid-level,1,3,1.59,Closure,Unstable,0.06,0.52,2,5.91,High,Expert,1,Medium,0.26,0.54,Moderate,Mixed,0.51,5.25,0.80,Critical,2.30,8,0.84,0.32,Junior PM,Optimizing,High,Moderate,Poor,Time & Materials,High,Low,Regular,Formal,Basic,Fully Remote,Basic,10,7,1.02,Low
PROJ_2302,Construction,24,1975841.37,13,4.57,15,Agile,Senior,3,4,2.78,Closure,Stable,0.45,0.99,3,3.60,Medium,Expert,4,Excellent,0.06,0.74,Moderate,Government,0.43,1.83,0.87,Medium,1.42,1,0.84,0.49,Junior PM,Managed,High,Excellent,Poor,Fixed-Price,High,Extreme,Regular,Formal,Advanced,Fully Colocated,Good,8,10,1.06,High
PROJ_2303,R&D,23,988676.60,35,2.83,4,Scrum,Mid-level,2,1,2.81,Planning,Unstable,0.57,0.36,1,5.68,High,New,3,Excellent,0.87,0.76,Strong,Mixed,0.09,7.59,0.84,High,1.06,3,0.73,0.35,Mid-level PM,Managed,Strict,Good,Poor,Fixed-Price,High,Moderate,Regular,Basic,Formal,Fully Colocated,Excellent,5,2,1.05,Critical
PROJ_2304,Construction,43,1515573.67,35,9.09,9,Waterfall,Mid-level,1,1,1.17,Planning,Stable,0.43,0.46,1,6.28,Medium,New,4,Excellent,0.03,0.53,Strong,Mixed,0.27,7.02,0.74,Medium,0.92,7,0.58,0.41,Junior PM,Managed,High,Excellent,Stable,Time & Materials,High,Moderate,Occasional,Advanced,None,Fully Colocated,Good,9,4,0.88,Critical
PROJ_2305,Manufacturing,34,1850817.45,16,3.16,5,Hybrid,Senior,2,3,1.95,Initiation,Stable,0.03,0.96,0,2.30,Medium,New,3,High,0.12,0.35,Weak,Government,0.54,1.47,0.85,Medium,2.58,6,0.90,0.91,Senior PM,Ad-hoc,Low,Moderate,Moderate,Cost-Plus,Medium,Moderate,First-time,Formal,Formal,Fully Remote,Poor,6,1,1.19,Low
PROJ_2306,R&D,30,2425361.27,4,8.29,17,Kanban,Mid-level,3,0,0.39,Initiation,Stable,0.22,0.91,4,3.79,High,New,2,Excellent,0.96,1.12,Moderate,Internal,0.55,5.79,0.79,Critical,0.49,2,0.63,0.62,Senior PM,Ad-hoc,Strict,Good,Stable,Fixed-Price,Low,Moderate,First-time,Advanced,Basic,Fully Remote,Excellent,6,4,0.84,Medium
PROJ_2307,Healthcare,38,1219633.04,13,8.19,18,Kanban,Mixed,0,0,0.07,Planning,Stable,0.21,0.95,3,2.64,High,Familiar,4,Excellent,0.90,0.79,Strong,Mixed,0.58,8.12,0.35,Medium,0.13,2,0.47,0.27,Junior PM,Optimizing,High,Poor,Poor,Cost-Plus,Low,Moderate,First-time,Formal,Formal,Fully Remote,Good,11,4,1.03,Low
PROJ_2308,Healthcare,29,158535.79,12,2.29,16,Kanban,Senior,4,3,1.93,Closure,Stable,0.13,0.69,2,1.84,High,Familiar,4,Excellent,0.79,1.05,Strong,Government,0.46,6.56,0.33,Low,0.62,4,0.59,0.94,Senior PM,Managed,High,Moderate,Moderate,Cost-Plus,Medium,High,First-time,Advanced,Basic,Hybrid,Good,9,11,0.86,High
PROJ_2309,Construction,10,463967.29,25,6.37,3,Agile,Mixed,2,1,2.94,Initiation,Moderate,0.58,0.34,1,3.78,Medium,Expert,3,Excellent,0.86,1.04,Moderate,Mixed,0.77,2.91,0.75,High,1.65,9,0.43,0.18,Mid-level PM,Ad-hoc,Low,Good,Stable,Fixed-Price,Medium,Low,Regular,Basic,Formal,Fully Colocated,Poor,4,11,1.15,Critical
PROJ_2310,Construction,5,1506795.01,31,6.39,16,Hybrid,Mid-level,4,4,2.49,Initiation,Stable,0.37,0.37,3,3.23,Low,Familiar,3,Medium,0.69,0.94,Moderate,Internal,0.83,6.94,0.63,High,2.91,7,0.73,0.25,Mid-level PM,Defined,Low,Moderate,Poor,Time & Materials,High,Moderate,First-time,Basic,Formal,Fully Colocated,Poor,3,11,0.87,High
PROJ_2311,Healthcare,5,749783.75,33,9.83,14,Kanban,Mid-level,4,4,1.46,Closure,Moderate,0.42,0.94,4,3.04,High,Familiar,3,Excellent,0.55,0.62,Weak,Mixed,0.16,2.28,0.64,Medium,1.15,3,0.79,0.09,Junior PM,Managed,Medium,Poor,Poor,Cost-Plus,Low,Moderate,First-time,Basic,Formal,Fully Remote,Good,3,8,1.12,High
PROJ_2312,Construction,25,738093.12,23,6.95,10,Agile,Junior,0,1,1.74,Execution,Unstable,0.11,0.72,4,6.06,Medium,New,4,Low,0.64,0.85,Weak,Mixed,0.16,9.96,0.72,Medium,0.89,4,0.86,0.37,Mid-level PM,Managed,Medium,Poor,Moderate,Cost-Plus,Low,High,Strategic,Basic,Formal,Fully Colocated,Excellent,2,7,0.88,Low
PROJ_2313,Construction,45,195630.05,11,9.68,2,Hybrid,Junior,3,0,2.82,Initiation,Moderate,0.42,0.95,2,4.75,Critical,Familiar,4,Low,0.53,0.91,Weak,Mixed,0.48,3.76,0.52,Low,0.52,1,0.72,0.37,Junior PM,Managed,Low,Poor,Poor,Time & Materials,Medium,Moderate,Occasional,Formal,Advanced,Fully Colocated,Poor,3,4,1.03,High
PROJ_2314,R&D,30,2914979.11,16,6.12,19,Kanban,Junior,4,1,1.02,Closure,Unstable,0.53,0.69,2,3.92,High,Familiar,3,High,0.94,0.62,Weak,Government,0.35,5.34,0.81,Low,1.95,0,0.70,0.09,Senior PM,Optimizing,High,Poor,Stable,Cost-Plus,Low,High,First-time,Formal,Basic,Fully Remote,Excellent,3,2,0.86,Medium
PROJ_2315,IT,12,1870206.76,12,3.94,14,Kanban,Senior,0,0,2.68,Planning,Moderate,0.26,0.75,4,5.23,Medium,Expert,2,Excellent,0.57,0.46,Weak,External,0.95,8.50,0.34,Low,1.42,9,0.46,0.08,Senior PM,Managed,Low,Good,Stable,Cost-Plus,Medium,High,Occasional,Basic,Formal,Fully Remote,Good,8,7,0.95,Low
PROJ_2316,IT,25,2448932.65,9,4.69,16,Hybrid,Mid-level,2,1,2.77,Closure,Moderate,0.02,0.82,0,6.28,Medium,Familiar,1,Medium,0.97,0.49,Moderate,Mixed,0.70,5.47,0.56,Low,0.10,7,0.72,0.54,Junior PM,Ad-hoc,Medium,Good,Poor,Time & Materials,Medium,Low,Strategic,Advanced,Basic,Fully Remote,Poor,8,1,1.12,Medium
PROJ_2317,Manufacturing,4,1766104.98,17,9.30,10,Scrum,Mixed,4,2,2.39,Planning,Moderate,0.43,0.60,2,2.29,Low,New,2,Medium,0.94,0.41,Strong,External,0.58,2.53,0.52,Medium,2.79,6,0.66,0.27,Senior PM,Ad-hoc,Medium,Good,Poor,Fixed-Price,High,Extreme,Occasional,Basic,Advanced,Hybrid,Excellent,2,8,0.95,High
